city ,electoral_district ,candidate       ,candidate_party ,ticket ,ticket_percentage ,elected
臺中市  ,第05選區              ,苗豐隆             ,無黨籍及未經政黨推薦      ,  3436 ,             1.63 ,False
臺中市  ,第05選區              ,盧秀燕             ,中國國民黨           ,108446 ,            51.51 ,True
臺中市  ,第05選區              ,劉國隆             ,台灣團結聯盟          , 84117 ,            39.96 ,False
臺中市  ,第06選區              ,黃國書             ,民主進步黨           , 95725 ,            55.74 ,True
臺中市  ,第06選區              ,沈智慧             ,中國國民黨           , 69611 ,            40.53 ,False
臺中市  ,第06選區              ,賀姿華             ,無黨籍及未經政黨推薦      ,  6396 ,             3.72 ,False
臺中市  ,第07選區              ,何欣純             ,民主進步黨           ,119098 ,            63.07 ,True
臺中市  ,第07選區              ,賴義鍠             ,中國國民黨           , 66181 ,            35.04 ,False
臺中市  ,第07選區              ,石大哉             ,軍公教聯盟黨          ,  3544 ,             1.87 ,False
臺中市  ,第08選區              ,王政棋             ,無黨籍及未經政黨推薦      ,  2590 ,             1.78 ,False
臺中市  ,第08選區              ,江啟臣             ,中國國民黨           , 72024 ,            49.61 ,True
臺中市  ,第08選區              ,謝志忠             ,民主進步黨           , 70549 ,            48.59 ,False
臺南市  ,第01選區              ,黃瑞坤             ,中國國民黨           , 36684 ,            22.17 ,False
臺南市  ,第01選區              ,陳柏志             ,中華統一促進黨         ,  2091 ,             1.26 ,False
臺南市  ,第01選區              ,林德旺             ,無黨籍及未經政黨推薦      ,  8841 ,             5.34 ,False
臺南市  ,第01選區              ,葉宜津             ,民主進步黨           ,117842 ,            71.22 ,True
臺南市  ,第02選區              ,黃偉哲             ,民主進步黨           ,146414 ,            76.46 ,True
臺南市  ,第02選區              ,黃耀盛             ,中國國民黨           , 35742 ,            18.66 ,False
臺南市  ,第02選區              ,黃泯甄             ,中華統一促進黨         ,  2585 ,             1.35 ,False
臺南市  ,第02選區              ,黃憲清             ,自由台灣黨           ,  4604 ,             2.4  ,False
臺南市  ,第02選區              ,王國棟             ,無黨籍及未經政黨推薦      ,  2122 ,             1.1  ,False
臺南市  ,第03選區              ,謝龍介             ,中國國民黨           , 53705 ,            25.72 ,False
臺南市  ,第03選區              ,鄧秀寶             ,民國黨             ,  5247 ,             2.51 ,False
臺南市  ,第03選區              ,陳亭妃             ,民主進步黨           ,149002 ,            71.37 ,True
臺南市  ,第03選區              ,翁琬甯             ,中華統一促進黨         ,   796 ,             0.38 ,False
臺南市  ,第04選區              ,林俊憲             ,民主進步黨           ,117302 ,            58.89 ,True
臺南市  ,第04選區              ,傅建峰             ,中華統一促進黨         ,  1083 ,             0.54 ,False
臺南市  ,第04選區              ,陳淑慧             ,中國國民黨           , 64652 ,            32.46 ,False
臺南市  ,第04選區              ,陳皇州             ,大愛憲改聯盟          ,   300 ,             0.15 ,False
臺南市  ,第04選區              ,楊智達             ,綠黨社會民主黨聯盟       ,  9075 ,             4.55 ,False
臺南市  ,第04選區              ,蔡郁芝             ,時代力量            ,  6754 ,             3.39 ,False
臺南市  ,第05選區              ,王定宇             ,民主進步黨           ,153553 ,            72.04 ,True
臺南市  ,第05選區              ,晏揚清             ,台灣工黨            ,  4004 ,             1.87 ,False
臺南市  ,第05選區              ,林易煌             ,中國國民黨           , 51742 ,            24.27 ,False
臺南市  ,第05選區              ,李盈蒔             ,中華統一促進黨         ,  3832 ,             1.79 ,False
桃園市  ,第01選區              ,鄭運鵬             ,民主進步黨           , 85955 ,            47.25 ,True
桃園市  ,第01選區              ,陳根德             ,中國國民黨           , 80142 ,            44.05 ,False
桃園市  ,第01選區              ,王寶萱             ,綠黨社會民主黨聯盟       , 15802 ,             8.68 ,False
桃園市  ,第02選區              ,陳佩俞             ,樹黨              ,  3270 ,             1.82 ,False
桃園市  ,第02選區              ,吳振槖             ,台灣獨立黨           ,   634 ,             0.35 ,False
桃園市  ,第02選區              ,廖正井             ,中國國民黨           , 76473 ,            42.72 ,False
桃園市  ,第02選區              ,張康儀             ,時代力量            ,  8062 ,             4.5  ,False
桃園市  ,第02選區              ,陳賴素美            ,民主進步黨           , 89792 ,            50.16 ,True
桃園市  ,第02選區              ,黃維春             ,無黨籍及未經政黨推薦      ,   757 ,             0.42 ,False
桃園市  ,第03選區              ,陳宏瑞             ,民國黨             ,  8727 ,             5.03 ,False
桃園市  ,第03選區              ,徐景文             ,民主進步黨           , 77120 ,            44.48 ,False
桃園市  ,第03選區              ,賴立竹             ,無黨籍及未經政黨推薦      ,  9501 ,             5.48 ,False
桃園市  ,第03選區              ,余能生             ,自由台灣黨           ,   492 ,             0.28 ,False
桃園市  ,第03選區              ,陳學聖             ,中國國民黨           , 77505 ,            44.71 ,True
桃園市  ,第04選區              ,楊麗環             ,中國國民黨           , 86253 ,            49.95 ,False
桃園市  ,第04選區              ,鄭寶清             ,民主進步黨           , 86413 ,            50.04 ,True
桃園市  ,第05選區              ,呂玉玲             ,中國國民黨           , 72965 ,            43.86 ,True
桃園市  ,第05選區              ,蕭家亮             ,無黨籍及未經政黨推薦      ,   841 ,             0.5  ,False
桃園市  ,第05選區              ,張誠              ,民國黨             , 17956 ,            10.79 ,False
桃園市  ,第05選區              ,張肇良             ,民主進步黨           , 70202 ,            42.19 ,False
桃園市  ,第05選區              ,黃志浩             ,無黨籍及未經政黨推薦      ,  3517 ,             2.11 ,False
桃園市  ,第05選區              ,黃國華             ,健保免費連線          ,   877 ,             0.52 ,False
桃園市  ,第06選區              ,鄭振源             ,台灣未來黨           ,  2700 ,             1.64 ,False
桃園市  ,第06選區              ,趙正宇             ,無黨籍及未經政黨推薦      , 76278 ,            46.52 ,True
桃園市  ,第06選區              ,藍大山             ,台灣獨立黨           ,  1272 ,             0.77 ,False
桃園市  ,第06選區              ,孫大千             ,中國國民黨           , 75510 ,            46.06 ,False
桃園市  ,第06選區              ,楊金軒             ,無黨籍及未經政黨推薦      ,   800 ,             0.48 ,False
桃園市  ,第06選區              ,呂東杰             ,綠黨社會民主黨聯盟       ,  7374 ,             4.49 ,False
